sample;Plate;Genotype;Environment;HarvestTimePoint;OD
sample;5;KWS_B;Environment_1;HarvestTimePoint_1;1.6699
sample;5;KWS_A;Environment_1;HarvestTimePoint_1;0.1187
sample;5;KWS_A;Environment_1;HarvestTimePoint_1;0.1131
sample;5;KWS_A;Environment_1;HarvestTimePoint_1;0.1152
sample;5;KWS_A;Environment_1;HarvestTimePoint_1;0.2639
sample;5;KWS_D;Environment_1;HarvestTimePoint_1;1.5532
sample;5;KWS_E;Environment_1;HarvestTimePoint_1;0.7453
sample;5;KWS_E;Environment_1;HarvestTimePoint_1;0.4601
sample;5;KWS_E;Environment_1;HarvestTimePoint_1;0.9754
sample;5;KWS_E;Environment_1;HarvestTimePoint_1;0.8537
sample;5;KWS_E;Environment_1;HarvestTimePoint_1;0.3337
sample;5;KWS_B;Environment_1;HarvestTimePoint_1;0.1928
sample;5;KWS_B;Environment_1;HarvestTimePoint_1;0.1734
sample;5;KWS_B;Environment_1;HarvestTimePoint_1;0.7609
sample;5;KWS_B;Environment_1;HarvestTimePoint_1;0.2802
sample;5;KWS_B;Environment_1;HarvestTimePoint_1;0.1278
sample;5;KWS_F;Environment_1;HarvestTimePoint_1;0.5547
sample;5;KWS_F;Environment_1;HarvestTimePoint_1;0.8298
sample;5;KWS_F;Environment_1;HarvestTimePoint_1;0.6113
sample;5;KWS_F;Environment_1;HarvestTimePoint_1;1.7711
sample;5;KWS_F;Environment_1;HarvestTimePoint_1;0.7489
sample;5;KWS_D;Environment_1;HarvestTimePoint_1;0.5202
sample;5;KWS_C;Environment_1;HarvestTimePoint_1;0.3528
sample;5;KWS_C;Environment_1;HarvestTimePoint_1;0.1499
sample;5;KWS_E;Environment_1;HarvestTimePoint_1;2.943
sample;5;KWS_E;Environment_1;HarvestTimePoint_1;0.6364
sample;5;KWS_E;Environment_1;HarvestTimePoint_1;0.8351
sample;5;KWS_E;Environment_1;HarvestTimePoint_1;0.8501
sample;5;KWS_A;Environment_1;HarvestTimePoint_1;0.1142
sample;5;KWS_A;Environment_1;HarvestTimePoint_1;0.2671
sample;5;KWS_A;Environment_1;HarvestTimePoint_1;0.1271
sample;5;KWS_A;Environment_1;HarvestTimePoint_1;0.1196
sample;5;KWS_A;Environment_1;HarvestTimePoint_1;0.1612
sample;5;KWS_G;Environment_1;HarvestTimePoint_1;0.3562
sample;5;KWS_G;Environment_1;HarvestTimePoint_1;1.5737
sample;5;KWS_G;Environment_1;HarvestTimePoint_1;0.6003
sample;5;KWS_G;Environment_1;HarvestTimePoint_1;3.5643
sample;5;KWS_G;Environment_1;HarvestTimePoint_1;1.1806
sample;5;KWS_A;Environment_1;HarvestTimePoint_2;0.1152
sample;5;KWS_A;Environment_1;HarvestTimePoint_2;0.1185
bc;5;NA;NA;NA;0.1103
bc;5;NA;NA;NA;0.1108
bc;5;NA;NA;NA;0.1108
bc;5;NA;NA;NA;0.1109
serialdilution_0;6;NA;NA;NA;4
serialdilution_1;6;NA;NA;NA;3.6572
serialdilution_2;6;NA;NA;NA;2.7194
serialdilution_3;6;NA;NA;NA;1.9149
serialdilution_4;6;NA;NA;NA;1.3017
serialdilution_5;6;NA;NA;NA;0.8792
serialdilution_6;6;NA;NA;NA;0.6109
serialdilution_7;6;NA;NA;NA;0.4087
serialdilution_8;6;NA;NA;NA;0.2925
serialdilution_9;6;NA;NA;NA;0.2105
serialdilution_10;6;NA;NA;NA;0.1656
serialdilution_11;6;NA;NA;NA;0.2564
sample;6;KWS_A;Environment_1;HarvestTimePoint_2;0.1148
sample;6;KWS_A;Environment_1;HarvestTimePoint_2;0.1151
sample;6;KWS_A;Environment_1;HarvestTimePoint_2;0.1468
sample;6;KWS_E;Environment_1;HarvestTimePoint_2;1.6414
sample;6;KWS_E;Environment_1;HarvestTimePoint_2;0.9849
sample;6;KWS_E;Environment_1;HarvestTimePoint_2;0.781
sample;6;KWS_E;Environment_1;HarvestTimePoint_2;1.8614
sample;6;KWS_E;Environment_1;HarvestTimePoint_2;3.2476
sample;6;KWS_D;Environment_1;HarvestTimePoint_2;0.184
sample;6;KWS_B;Environment_1;HarvestTimePoint_2;0.1801
sample;6;KWS_B;Environment_1;HarvestTimePoint_2;0.2047
sample;6;KWS_C;Environment_1;HarvestTimePoint_2;0.1649
sample;6;KWS_C;Environment_1;HarvestTimePoint_2;0.352
sample;6;KWS_F;Environment_1;HarvestTimePoint_2;1.1862
sample;6;KWS_F;Environment_1;HarvestTimePoint_2;1.6431
sample;6;KWS_F;Environment_1;HarvestTimePoint_2;0.4542
sample;6;KWS_F;Environment_1;HarvestTimePoint_2;0.3017
sample;6;KWS_F;Environment_1;HarvestTimePoint_2;0.3354
sample;6;KWS_G;Environment_1;HarvestTimePoint_2;2.4923
sample;6;KWS_G;Environment_1;HarvestTimePoint_2;1.1148
sample;6;KWS_G;Environment_1;HarvestTimePoint_2;1.9458
sample;6;KWS_G;Environment_1;HarvestTimePoint_2;2.5898
sample;6;KWS_G;Environment_1;HarvestTimePoint_2;0.7272
sample;6;KWS_A;Environment_1;HarvestTimePoint_2;0.1178
sample;6;KWS_A;Environment_1;HarvestTimePoint_2;0.122
sample;6;KWS_A;Environment_1;HarvestTimePoint_2;0.1318
sample;6;KWS_A;Environment_1;HarvestTimePoint_2;0.1297
sample;6;KWS_A;Environment_1;HarvestTimePoint_2;0.1406
sample;6;KWS_C;Environment_1;HarvestTimePoint_2;0.2576
sample;6;KWS_E;Environment_1;HarvestTimePoint_2;0.4877
sample;6;KWS_E;Environment_1;HarvestTimePoint_2;0.5429
sample;6;KWS_E;Environment_1;HarvestTimePoint_2;0.3529
sample;6;KWS_B;Environment_1;HarvestTimePoint_2;0.7461
sample;6;KWS_B;Environment_1;HarvestTimePoint_2;0.198
sample;6;KWS_F;Environment_1;HarvestTimePoint_2;0.8582
sample;6;KWS_F;Environment_1;HarvestTimePoint_2;1.5248
sample;6;KWS_F;Environment_1;HarvestTimePoint_2;0.6881
sample;6;KWS_F;Environment_1;HarvestTimePoint_2;1.0465
sample;6;KWS_F;Environment_1;HarvestTimePoint_2;0.6081
sample;6;KWS_G;Environment_1;HarvestTimePoint_2;2.7427
sample;6;KWS_G;Environment_1;HarvestTimePoint_2;3.3068
sample;6;KWS_G;Environment_1;HarvestTimePoint_2;1.2002
sample;6;KWS_G;Environment_1;HarvestTimePoint_2;1.0246
sample;6;KWS_G;Environment_1;HarvestTimePoint_2;1.4034
sample;6;KWS_D;Environment_1;HarvestTimePoint_2;0.954
sample;6;KWS_D;Environment_1;HarvestTimePoint_2;0.1473
sample;6;KWS_F;Environment_2;HarvestTimePoint_1;0.6466
sample;6;KWS_F;Environment_2;HarvestTimePoint_1;0.6345
sample;6;KWS_F;Environment_2;HarvestTimePoint_1;0.7636
sample;6;KWS_F;Environment_2;HarvestTimePoint_1;1.0023
sample;6;KWS_F;Environment_2;HarvestTimePoint_1;0.7009
sample;6;KWS_D;Environment_2;HarvestTimePoint_1;0.1735
sample;6;KWS_E;Environment_2;HarvestTimePoint_1;0.4681
sample;6;KWS_E;Environment_2;HarvestTimePoint_1;0.6329
sample;6;KWS_E;Environment_2;HarvestTimePoint_1;0.5513
sample;6;KWS_E;Environment_2;HarvestTimePoint_1;1.01
sample;6;KWS_E;Environment_2;HarvestTimePoint_1;0.8239
sample;6;KWS_A;Environment_2;HarvestTimePoint_1;0.1932
sample;6;KWS_A;Environment_2;HarvestTimePoint_1;0.1769
sample;6;KWS_A;Environment_2;HarvestTimePoint_1;0.1161
sample;6;KWS_A;Environment_2;HarvestTimePoint_1;0.1185
sample;6;KWS_A;Environment_2;HarvestTimePoint_1;0.1197
sample;6;KWS_B;Environment_2;HarvestTimePoint_1;1.2517
sample;6;KWS_B;Environment_2;HarvestTimePoint_1;0.4442
sample;6;KWS_C;Environment_2;HarvestTimePoint_1;0.3497
sample;6;KWS_C;Environment_2;HarvestTimePoint_1;0.136
sample;6;KWS_C;Environment_2;HarvestTimePoint_1;0.2528
sample;6;KWS_G;Environment_2;HarvestTimePoint_1;0.663
sample;6;KWS_G;Environment_2;HarvestTimePoint_1;1.6988
sample;6;KWS_G;Environment_2;HarvestTimePoint_1;3.6595
sample;6;KWS_G;Environment_2;HarvestTimePoint_1;1.8934
sample;6;KWS_D;Environment_2;HarvestTimePoint_1;0.2458
sample;6;KWS_D;Environment_2;HarvestTimePoint_1;0.3016
sample;6;KWS_D;Environment_2;HarvestTimePoint_1;0.1599
sample;6;KWS_B;Environment_2;HarvestTimePoint_1;1.4957
sample;6;KWS_B;Environment_2;HarvestTimePoint_1;0.1813
sample;6;KWS_B;Environment_2;HarvestTimePoint_1;0.2865
sample;6;KWS_B;Environment_2;HarvestTimePoint_1;0.2278
sample;6;KWS_E;Environment_2;HarvestTimePoint_1;0.4125
sample;6;KWS_E;Environment_2;HarvestTimePoint_1;1.1442
bc;6;NA;NA;NA;0.1125
bc;6;NA;NA;NA;0.1136
bc;6;NA;NA;NA;0.1173
bc;6;NA;NA;NA;0.1121
serialdilution_0;7;NA;NA;NA;3.959
serialdilution_1;7;NA;NA;NA;3.4361
serialdilution_2;7;NA;NA;NA;2.7781
serialdilution_3;7;NA;NA;NA;2.1372
serialdilution_4;7;NA;NA;NA;1.4572
serialdilution_5;7;NA;NA;NA;0.9999
serialdilution_6;7;NA;NA;NA;0.6571
serialdilution_7;7;NA;NA;NA;0.4658
serialdilution_8;7;NA;NA;NA;0.3326
serialdilution_9;7;NA;NA;NA;0.2231
serialdilution_10;7;NA;NA;NA;0.1736
serialdilution_11;7;NA;NA;NA;0.1413
sample;7;KWS_E;Environment_2;HarvestTimePoint_1;1.2901
sample;7;KWS_E;Environment_2;HarvestTimePoint_1;0.7481
sample;7;KWS_E;Environment_2;HarvestTimePoint_1;0.7453
sample;7;KWS_G;Environment_2;HarvestTimePoint_1;3.4136
sample;7;KWS_G;Environment_2;HarvestTimePoint_1;2.1003
sample;7;KWS_G;Environment_2;HarvestTimePoint_1;3.6206
sample;7;KWS_G;Environment_2;HarvestTimePoint_1;1.4994
sample;7;KWS_A;Environment_2;HarvestTimePoint_1;0.1183
sample;7;KWS_A;Environment_2;HarvestTimePoint_1;0.1126
sample;7;KWS_F;Environment_2;HarvestTimePoint_1;0.2719
sample;7;KWS_F;Environment_2;HarvestTimePoint_1;0.5161
sample;7;KWS_F;Environment_2;HarvestTimePoint_1;1.4041
sample;7;KWS_F;Environment_2;HarvestTimePoint_1;0.9549
sample;7;KWS_C;Environment_2;HarvestTimePoint_1;0.1892
sample;7;KWS_B;Environment_2;HarvestTimePoint_2;0.1223
sample;7;KWS_B;Environment_2;HarvestTimePoint_2;0.6704
sample;7;KWS_B;Environment_2;HarvestTimePoint_2;0.3403
sample;7;KWS_B;Environment_2;HarvestTimePoint_2;0.1804
sample;7;KWS_B;Environment_2;HarvestTimePoint_2;0.8469
sample;7;KWS_G;Environment_2;HarvestTimePoint_2;1.0557
sample;7;KWS_G;Environment_2;HarvestTimePoint_2;2.4108
sample;7;KWS_G;Environment_2;HarvestTimePoint_2;1.7591
sample;7;KWS_G;Environment_2;HarvestTimePoint_2;1.55
sample;7;KWS_G;Environment_2;HarvestTimePoint_2;1.1067
sample;7;KWS_F;Environment_2;HarvestTimePoint_2;0.5432
sample;7;KWS_F;Environment_2;HarvestTimePoint_2;0.6352
sample;7;KWS_F;Environment_2;HarvestTimePoint_2;1.3747
sample;7;KWS_F;Environment_2;HarvestTimePoint_2;1.4037
sample;7;KWS_F;Environment_2;HarvestTimePoint_2;1.1516
sample;7;KWS_E;Environment_2;HarvestTimePoint_2;4
sample;7;KWS_E;Environment_2;HarvestTimePoint_2;1.2088
sample;7;KWS_E;Environment_2;HarvestTimePoint_2;1.7376
sample;7;KWS_E;Environment_2;HarvestTimePoint_2;1.7394
sample;7;KWS_A;Environment_2;HarvestTimePoint_2;0.2767
sample;7;KWS_A;Environment_2;HarvestTimePoint_2;0.6626
sample;7;KWS_A;Environment_2;HarvestTimePoint_2;0.2685
sample;7;KWS_F;Environment_2;HarvestTimePoint_2;0.55
sample;7;KWS_F;Environment_2;HarvestTimePoint_2;0.6751
sample;7;KWS_F;Environment_2;HarvestTimePoint_2;0.7647
sample;7;KWS_F;Environment_2;HarvestTimePoint_2;1.4837
sample;7;KWS_F;Environment_2;HarvestTimePoint_2;1.0425
sample;7;KWS_A;Environment_2;HarvestTimePoint_2;0.1345
sample;7;KWS_A;Environment_2;HarvestTimePoint_2;0.131
sample;7;KWS_A;Environment_2;HarvestTimePoint_2;0.1493
sample;7;KWS_A;Environment_2;HarvestTimePoint_2;0.1437
sample;7;KWS_A;Environment_2;HarvestTimePoint_2;0.1476
sample;7;KWS_G;Environment_2;HarvestTimePoint_2;1.6127
sample;7;KWS_G;Environment_2;HarvestTimePoint_2;2.7502
sample;7;KWS_G;Environment_2;HarvestTimePoint_2;2.6493
sample;7;KWS_G;Environment_2;HarvestTimePoint_2;2.4081
sample;7;KWS_G;Environment_2;HarvestTimePoint_2;3.1338
sample;7;KWS_E;Environment_2;HarvestTimePoint_2;1.2067
sample;7;KWS_E;Environment_2;HarvestTimePoint_2;1.4512
sample;7;KWS_E;Environment_2;HarvestTimePoint_2;1.9279
sample;7;KWS_E;Environment_2;HarvestTimePoint_2;0.9448
sample;7;KWS_E;Environment_2;HarvestTimePoint_2;0.6688
sample;7;KWS_B;Environment_2;HarvestTimePoint_2;0.151
sample;7;KWS_B;Environment_2;HarvestTimePoint_2;0.1358
sample;7;KWS_D;Environment_2;HarvestTimePoint_2;0.1286
sample;7;KWS_C;Environment_2;HarvestTimePoint_2;0.1642
sample;7;KWS_B;Environment_2;HarvestTimePoint_1;0.24
sample;7;KWS_B;Environment_2;HarvestTimePoint_1;0.1672
sample;7;KWS_B;Environment_2;HarvestTimePoint_1;0.556
sample;7;KWS_B;Environment_2;HarvestTimePoint_1;0.3229
sample;7;KWS_B;Environment_2;HarvestTimePoint_1;0.1209
sample;7;KWS_F;Environment_2;HarvestTimePoint_1;1.6361
sample;7;KWS_F;Environment_2;HarvestTimePoint_1;1.1291
sample;7;KWS_F;Environment_2;HarvestTimePoint_1;1.0615
sample;7;KWS_F;Environment_2;HarvestTimePoint_1;3.1929
sample;7;KWS_A;Environment_2;HarvestTimePoint_1;0.1127
sample;7;KWS_A;Environment_2;HarvestTimePoint_1;0.1583
sample;7;KWS_A;Environment_2;HarvestTimePoint_1;0.1176
sample;7;KWS_A;Environment_2;HarvestTimePoint_1;0.1645
sample;7;KWS_A;Environment_2;HarvestTimePoint_1;0.1141
sample;7;KWS_E;Environment_2;HarvestTimePoint_1;1.1045
sample;7;KWS_E;Environment_2;HarvestTimePoint_1;0.3922
sample;7;KWS_E;Environment_2;HarvestTimePoint_1;0.4284
sample;7;KWS_E;Environment_2;HarvestTimePoint_1;0.5055
sample;7;KWS_E;Environment_2;HarvestTimePoint_1;0.8875
sample;7;KWS_G;Environment_2;HarvestTimePoint_1;1.794
bc;7;NA;NA;NA;0.1085
bc;7;NA;NA;NA;0.109
bc;7;NA;NA;NA;0.1238
bc;7;NA;NA;NA;0.1149
serialdilution_0;8;NA;NA;NA;3.9587
serialdilution_1;8;NA;NA;NA;3.3218
serialdilution_2;8;NA;NA;NA;2.7156
serialdilution_3;8;NA;NA;NA;2.002
serialdilution_4;8;NA;NA;NA;1.3606
serialdilution_5;8;NA;NA;NA;0.9129
serialdilution_6;8;NA;NA;NA;0.6027
serialdilution_7;8;NA;NA;NA;0.4214
serialdilution_8;8;NA;NA;NA;0.3352
serialdilution_9;8;NA;NA;NA;0.1993
serialdilution_10;8;NA;NA;NA;0.1795
serialdilution_11;8;NA;NA;NA;0.1516
sample;8;KWS_G;Environment_2;HarvestTimePoint_1;1.3455
sample;8;KWS_G;Environment_2;HarvestTimePoint_1;3.0648
sample;8;KWS_G;Environment_2;HarvestTimePoint_1;3.6601
sample;8;KWS_G;Environment_2;HarvestTimePoint_1;1.5909
sample;8;KWS_C;Environment_2;HarvestTimePoint_1;1.2563
sample;8;KWS_C;Environment_2;HarvestTimePoint_1;0.1776
sample;8;KWS_D;Environment_2;HarvestTimePoint_1;0.1382
sample;8;KWS_D;Environment_2;HarvestTimePoint_1;0.1149
sample;8;KWS_D;Environment_2;HarvestTimePoint_1;0.29
sample;8;KWS_D;Environment_2;HarvestTimePoint_1;0.5614
sample;8;KWS_F;Environment_2;HarvestTimePoint_1;1.0901
sample;8;KWS_F;Environment_2;HarvestTimePoint_1;2.6026
sample;8;KWS_F;Environment_2;HarvestTimePoint_1;1.2865
sample;8;KWS_F;Environment_2;HarvestTimePoint_1;1.4355
sample;8;KWS_F;Environment_2;HarvestTimePoint_1;1.4443
sample;8;KWS_A;Environment_2;HarvestTimePoint_1;0.1543
sample;8;KWS_A;Environment_2;HarvestTimePoint_1;0.1553
sample;8;KWS_A;Environment_2;HarvestTimePoint_1;0.1215
sample;8;KWS_A;Environment_2;HarvestTimePoint_1;0.1309
sample;8;KWS_A;Environment_2;HarvestTimePoint_1;0.1219
sample;8;KWS_G;Environment_2;HarvestTimePoint_1;1.2746
sample;8;KWS_G;Environment_2;HarvestTimePoint_1;1.42
sample;8;KWS_G;Environment_2;HarvestTimePoint_1;2.5666
sample;8;KWS_E;Environment_2;HarvestTimePoint_1;0.2535
sample;8;KWS_E;Environment_2;HarvestTimePoint_1;0.8877
sample;8;KWS_E;Environment_2;HarvestTimePoint_1;0.6635
sample;8;KWS_E;Environment_2;HarvestTimePoint_1;0.5682
sample;8;KWS_E;Environment_2;HarvestTimePoint_1;1.2992
sample;8;KWS_B;Environment_2;HarvestTimePoint_1;0.1201
sample;8;KWS_B;Environment_2;HarvestTimePoint_2;0.1354
sample;8;KWS_B;Environment_2;HarvestTimePoint_2;0.6907
sample;8;KWS_B;Environment_2;HarvestTimePoint_2;1.3249
sample;8;KWS_B;Environment_2;HarvestTimePoint_2;0.1668
sample;8;KWS_F;Environment_2;HarvestTimePoint_2;0.6163
sample;8;KWS_F;Environment_2;HarvestTimePoint_2;0.6444
sample;8;KWS_F;Environment_2;HarvestTimePoint_2;1.9095
sample;8;KWS_F;Environment_2;HarvestTimePoint_2;0.9084
sample;8;KWS_F;Environment_2;HarvestTimePoint_2;0.291
sample;8;KWS_G;Environment_2;HarvestTimePoint_2;0.933
sample;8;KWS_G;Environment_2;HarvestTimePoint_2;3.4832
sample;8;KWS_G;Environment_2;HarvestTimePoint_2;1.252
sample;8;KWS_G;Environment_2;HarvestTimePoint_2;3.4167
sample;8;KWS_G;Environment_2;HarvestTimePoint_2;0.7637
sample;8;KWS_E;Environment_2;HarvestTimePoint_2;1.4962
sample;8;KWS_E;Environment_2;HarvestTimePoint_2;0.6619
sample;8;KWS_E;Environment_2;HarvestTimePoint_2;0.794
sample;8;KWS_E;Environment_2;HarvestTimePoint_2;0.4278
sample;8;KWS_A;Environment_2;HarvestTimePoint_2;0.1357
sample;8;KWS_A;Environment_2;HarvestTimePoint_2;0.1176
sample;8;KWS_A;Environment_2;HarvestTimePoint_2;0.1168
sample;8;KWS_F;Environment_2;HarvestTimePoint_2;0.686
sample;8;KWS_F;Environment_2;HarvestTimePoint_2;0.1572
sample;8;KWS_F;Environment_2;HarvestTimePoint_2;0.3264
sample;8;KWS_F;Environment_2;HarvestTimePoint_2;0.9495
sample;8;KWS_F;Environment_2;HarvestTimePoint_2;0.8881
sample;8;KWS_A;Environment_2;HarvestTimePoint_2;0.1215
sample;8;KWS_A;Environment_2;HarvestTimePoint_2;0.1569
sample;8;KWS_A;Environment_2;HarvestTimePoint_2;0.2258
sample;8;KWS_A;Environment_2;HarvestTimePoint_2;0.1654
sample;8;KWS_A;Environment_2;HarvestTimePoint_2;0.1402
sample;8;KWS_B;Environment_2;HarvestTimePoint_2;0.1256
sample;8;KWS_B;Environment_2;HarvestTimePoint_2;0.1621
sample;8;KWS_E;Environment_2;HarvestTimePoint_2;1.3509
sample;8;KWS_E;Environment_2;HarvestTimePoint_2;0.2225
sample;8;KWS_E;Environment_2;HarvestTimePoint_2;0.7412
sample;8;KWS_E;Environment_2;HarvestTimePoint_2;0.6946
sample;8;KWS_E;Environment_2;HarvestTimePoint_2;1.3323
sample;8;KWS_G;Environment_2;HarvestTimePoint_2;1.454
sample;8;KWS_G;Environment_2;HarvestTimePoint_2;1.3901
sample;8;KWS_G;Environment_2;HarvestTimePoint_2;2.4272
sample;8;KWS_D;Environment_2;HarvestTimePoint_2;0.1323
sample;8;KWS_C;Environment_2;HarvestTimePoint_2;0.1519
sample;8;KWS_E;Environment_2;HarvestTimePoint_1;2.0513
sample;8;KWS_E;Environment_2;HarvestTimePoint_1;1.2398
sample;8;KWS_E;Environment_2;HarvestTimePoint_1;1.1621
sample;8;KWS_E;Environment_2;HarvestTimePoint_1;1.0613
sample;8;KWS_E;Environment_2;HarvestTimePoint_1;2.0696
sample;8;KWS_A;Environment_2;HarvestTimePoint_1;0.1709
sample;8;KWS_A;Environment_2;HarvestTimePoint_1;0.124
sample;8;KWS_A;Environment_2;HarvestTimePoint_1;0.1319
bc;8;NA;NA;NA;0.1097
bc;8;NA;NA;NA;0.1217
bc;8;NA;NA;NA;0.1122
bc;8;NA;NA;NA;0.1085
serialdilution_0;9;NA;NA;NA;4
serialdilution_1;9;NA;NA;NA;3.2597
serialdilution_2;9;NA;NA;NA;2.6365
serialdilution_3;9;NA;NA;NA;1.918
serialdilution_4;9;NA;NA;NA;1.3206
serialdilution_5;9;NA;NA;NA;0.8913
serialdilution_6;9;NA;NA;NA;0.6013
serialdilution_7;9;NA;NA;NA;0.4125
serialdilution_8;9;NA;NA;NA;0.2683
serialdilution_9;9;NA;NA;NA;0.2018
serialdilution_10;9;NA;NA;NA;0.1543
serialdilution_11;9;NA;NA;NA;0.1428
sample;9;KWS_A;Environment_2;HarvestTimePoint_1;0.1322
sample;9;KWS_C;Environment_2;HarvestTimePoint_1;0.977
sample;9;KWS_C;Environment_2;HarvestTimePoint_1;0.3413
sample;9;KWS_C;Environment_2;HarvestTimePoint_1;0.4293
sample;9;KWS_C;Environment_2;HarvestTimePoint_1;0.1691
sample;9;KWS_B;Environment_2;HarvestTimePoint_1;0.1204
sample;9;KWS_B;Environment_2;HarvestTimePoint_1;0.6589
sample;9;KWS_B;Environment_2;HarvestTimePoint_1;0.1218
sample;9;KWS_F;Environment_2;HarvestTimePoint_1;0.7948
sample;9;KWS_F;Environment_2;HarvestTimePoint_1;0.9516
sample;9;KWS_F;Environment_2;HarvestTimePoint_1;1.8297
sample;9;KWS_F;Environment_2;HarvestTimePoint_1;0.8826
sample;9;KWS_F;Environment_2;HarvestTimePoint_1;0.6996
sample;9;KWS_G;Environment_2;HarvestTimePoint_1;1.9509
sample;9;KWS_G;Environment_2;HarvestTimePoint_1;1.6533
sample;9;KWS_G;Environment_2;HarvestTimePoint_1;2.8472
sample;9;KWS_G;Environment_2;HarvestTimePoint_1;1.5418
sample;9;KWS_G;Environment_2;HarvestTimePoint_1;2.031
sample;9;KWS_D;Environment_2;HarvestTimePoint_1;0.1147
sample;9;KWS_D;Environment_2;HarvestTimePoint_1;0.4009
sample;9;KWS_F;Environment_2;HarvestTimePoint_1;1.1542
sample;9;KWS_F;Environment_2;HarvestTimePoint_1;0.6415
sample;9;KWS_F;Environment_2;HarvestTimePoint_1;0.8757
sample;9;KWS_F;Environment_2;HarvestTimePoint_1;0.9522
sample;9;KWS_F;Environment_2;HarvestTimePoint_1;1.6396
sample;9;KWS_B;Environment_2;HarvestTimePoint_1;0.3724
sample;9;KWS_B;Environment_2;HarvestTimePoint_1;0.3841
sample;9;KWS_B;Environment_2;HarvestTimePoint_1;0.6023
sample;9;KWS_B;Environment_2;HarvestTimePoint_1;0.1205
sample;9;KWS_C;Environment_2;HarvestTimePoint_1;0.381
sample;9;KWS_C;Environment_2;HarvestTimePoint_1;0.1794
sample;9;KWS_G;Environment_2;HarvestTimePoint_1;1.2388
sample;9;KWS_G;Environment_2;HarvestTimePoint_1;1.5595
sample;9;KWS_G;Environment_2;HarvestTimePoint_1;2.1547
sample;9;KWS_E;Environment_2;HarvestTimePoint_1;0.5597
sample;9;KWS_E;Environment_2;HarvestTimePoint_1;1.6144
sample;9;KWS_E;Environment_2;HarvestTimePoint_1;0.2694
sample;9;KWS_E;Environment_2;HarvestTimePoint_1;0.7114
sample;9;KWS_E;Environment_2;HarvestTimePoint_1;0.5354
sample;9;KWS_A;Environment_2;HarvestTimePoint_1;0.1252
sample;9;KWS_A;Environment_2;HarvestTimePoint_1;0.1138
sample;9;KWS_A;Environment_2;HarvestTimePoint_1;0.1267
sample;9;KWS_A;Environment_2;HarvestTimePoint_1;0.1169
sample;9;KWS_A;Environment_2;HarvestTimePoint_1;0.1205
sample;9;KWS_C;Environment_2;HarvestTimePoint_2;0.5116
sample;9;KWS_C;Environment_2;HarvestTimePoint_2;0.3752
sample;9;KWS_C;Environment_2;HarvestTimePoint_2;0.1738
sample;9;KWS_C;Environment_2;HarvestTimePoint_2;0.1231
sample;9;KWS_B;Environment_2;HarvestTimePoint_2;0.1461
sample;9;KWS_B;Environment_2;HarvestTimePoint_2;0.121
sample;9;KWS_G;Environment_2;HarvestTimePoint_2;0.8168
sample;9;KWS_G;Environment_2;HarvestTimePoint_2;2.0276
sample;9;KWS_G;Environment_2;HarvestTimePoint_2;1.015
sample;9;KWS_G;Environment_2;HarvestTimePoint_2;1.4869
sample;9;KWS_G;Environment_2;HarvestTimePoint_2;3.3411
sample;9;KWS_F;Environment_2;HarvestTimePoint_2;0.968
sample;9;KWS_F;Environment_2;HarvestTimePoint_2;1.6175
sample;9;KWS_F;Environment_2;HarvestTimePoint_2;0.2746
sample;9;KWS_F;Environment_2;HarvestTimePoint_2;1.7208
sample;9;KWS_F;Environment_2;HarvestTimePoint_2;0.4059
sample;9;KWS_A;Environment_2;HarvestTimePoint_2;0.1411
sample;9;KWS_A;Environment_2;HarvestTimePoint_2;0.1254
sample;9;KWS_A;Environment_2;HarvestTimePoint_2;0.1124
sample;9;KWS_A;Environment_2;HarvestTimePoint_2;0.1176
sample;9;KWS_E;Environment_2;HarvestTimePoint_2;0.8071
sample;9;KWS_E;Environment_2;HarvestTimePoint_2;0.5134
sample;9;KWS_E;Environment_2;HarvestTimePoint_2;3.1709
sample;9;KWS_E;Environment_2;HarvestTimePoint_2;3.8917
sample;9;KWS_E;Environment_2;HarvestTimePoint_2;0.6297
sample;9;KWS_D;Environment_2;HarvestTimePoint_2;0.1901
sample;9;KWS_G;Environment_2;HarvestTimePoint_2;1.3968
sample;9;KWS_G;Environment_2;HarvestTimePoint_2;2.6554
sample;9;KWS_G;Environment_2;HarvestTimePoint_2;2.3797
sample;9;KWS_G;Environment_2;HarvestTimePoint_2;2.5269
sample;9;KWS_A;Environment_2;HarvestTimePoint_2;0.1372
sample;9;KWS_A;Environment_2;HarvestTimePoint_2;0.1516
sample;9;KWS_E;Environment_2;HarvestTimePoint_2;2.8165
sample;9;KWS_E;Environment_2;HarvestTimePoint_2;0.9837
sample;9;KWS_E;Environment_2;HarvestTimePoint_2;1.3673
sample;9;KWS_E;Environment_2;HarvestTimePoint_2;2.6372
bc;9;NA;NA;NA;0.1185
bc;9;NA;NA;NA;0.1094
bc;9;NA;NA;NA;0.1108
bc;9;NA;NA;NA;0.1099
serialdilution_0;10;NA;NA;NA;3.8917
serialdilution_1;10;NA;NA;NA;3.1927
serialdilution_2;10;NA;NA;NA;2.5063
serialdilution_3;10;NA;NA;NA;1.832
serialdilution_4;10;NA;NA;NA;1.2069
serialdilution_5;10;NA;NA;NA;0.7797
serialdilution_6;10;NA;NA;NA;0.5358
serialdilution_7;10;NA;NA;NA;0.3639
serialdilution_8;10;NA;NA;NA;0.3287
serialdilution_9;10;NA;NA;NA;0.1901
